#,Date,Author Name,Tweet ID,Text,Likes,Retweet Count,Views Count,Bookmark Count,Authors Followers Count,Mention Count,Tweet URL,Source,Medias,User Mentions,URLs,Hashtags,Unnamed: 17,Prediction,predicted_category,prediction_probabilities,top_1_category,top_1_probability,top_2_category,top_2_probability,top_3_category,top_3_probability
201,24.01.2025,GT Medya,1882698721391190074,"ABD Başkanı Trump, 35'nci ABD başkanı John F. Kennedy, kardeşi Robert F. Kennedy ve ABD’li aktivist Martin Luther King suikastları ile ilgili belgelerin gizliliğinin kaldırılmasını öngören kararnameyi imzaladı. https://t.co/wCCSGoBc8K",4,0,371,0,3618,0,https://twitter.com/gtmedyahaber/status/1882698721391190074,Twitter for iPhone,https://pbs.twimg.com/media/GiCwgd8W4AAN7nW.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.82349247), 'Savaş': np.float32(0.11361026), 'Gündem': np.float32(0.040603627), 'Teknoloji': np.float32(0.005442459), 'Ekonomi': np.float32(0.0033854851), 'Afet': np.float32(0.003309447), 'Spor': np.float32(0.0029268856), 'Eğitim': np.float32(0.0025919136), 'Kültür & Sanat': np.float32(0.002179782), 'Sağlık': np.float32(0.0015167288), 'Bilim': np.float32(0.00094095076)}",Siyaset,0.82349247,Savaş,0.11361026,Gündem,0.040603627
96,24.01.2025,GT Medya,1882698907416940643,🔗Kaynak: https://t.co/y1cG8JIbxI,0,0,252,0,3617,0,https://twitter.com/gtmedyahaber/status/1882698907416940643,Twitter for iPhone,,,http://dha.com.tr/2571125,,,Afet,Afet,"{'Afet': np.float32(0.8611323), 'Sağlık': np.float32(0.09505198), 'Kültür & Sanat': np.float32(0.010094686), 'Spor': np.float32(0.008150404), 'Teknoloji': np.float32(0.006005492), 'Siyaset': np.float32(0.0041580205), 'Bilim': np.float32(0.0037601052), 'Ekonomi': np.float32(0.0036768), 'Savaş': np.float32(0.0033678699), 'Eğitim': np.float32(0.0024390826), 'Gündem': np.float32(0.0021631299)}",Afet,0.8611323,Sağlık,0.09505198,Kültür & Sanat,0.010094686
93,24.01.2025,GT Medya,1882702454753742883,"BirGün’den Mustafa Bildircin’in haberine göre, Diyanet Vakfı’na bağlı fuar ve reklamcılık şirketinin sermayesi 1 milyon TL artırılarak 2 milyon TL’ye yükseltildi. https://t.co/sHFsD0jHyz",3,0,319,0,3617,0,https://twitter.com/gtmedyahaber/status/1882702454753742883,Twitter for iPhone,https://pbs.twimg.com/media/GiCz5toWIAAI1IH.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.4629217), 'Sağlık': np.float32(0.3491208), 'Afet': np.float32(0.04849243), 'Teknoloji': np.float32(0.04266219), 'Kültür & Sanat': np.float32(0.025606425), 'Bilim': np.float32(0.022176737), 'Eğitim': np.float32(0.016412728), 'Siyaset': np.float32(0.009248297), 'Ekonomi': np.float32(0.008980714), 'Spor': np.float32(0.008521256), 'Savaş': np.float32(0.0058566746)}",Gündem,0.4629217,Sağlık,0.3491208,Afet,0.04849243
94,24.01.2025,GT Medya,1882702575109357865,🔗Kaynak: https://t.co/tAnoEtgv1x,0,0,244,0,3617,0,https://twitter.com/gtmedyahaber/status/1882702575109357865,Twitter for iPhone,,,https://www.birgun.net/haber/diyanetin-sirketi-sermayeyi-katladi-593388,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.5175989), 'Afet': np.float32(0.42311388), 'Kültür & Sanat': np.float32(0.021129154), 'Spor': np.float32(0.008874306), 'Bilim': np.float32(0.007107079), 'Teknoloji': np.float32(0.005287376), 'Ekonomi': np.float32(0.0049418868), 'Eğitim': np.float32(0.003996705), 'Gündem': np.float32(0.0029903292), 'Siyaset': np.float32(0.00268964), 'Savaş': np.float32(0.0022706536)}",Sağlık,0.5175989,Afet,0.42311388,Kültür & Sanat,0.021129154
125,24.01.2025,GT Medya,1882708818813132977,"İstanbul Valiliği, Tuzla’da sabah saatlerinde meydana gelen kazada 1 kişinin hayatını kaybettiğini, 14 kişinin yaralandığını açıkladı. https://t.co/9WQMWwnqOg",3,0,420,0,3616,0,https://twitter.com/gtmedyahaber/status/1882708818813132977,Twitter for iPhone,https://pbs.twimg.com/media/GiC5sKaXIAA8Dsp.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.57765853), 'Afet': np.float32(0.35178313), 'Gündem': np.float32(0.021919027), 'Bilim': np.float32(0.0105565395), 'Teknoloji': np.float32(0.007857979), 'Ekonomi': np.float32(0.007085312), 'Kültür & Sanat': np.float32(0.0069945795), 'Savaş': np.float32(0.00679271), 'Spor': np.float32(0.0042415876), 'Eğitim': np.float32(0.0030246582), 'Siyaset': np.float32(0.0020859952)}",Sağlık,0.57765853,Afet,0.35178313,Gündem,0.021919027
92,24.01.2025,GT Medya,1882708944998871484,🔗Kaynak: https://t.co/vseHdb5THU,0,0,272,0,3617,0,https://twitter.com/gtmedyahaber/status/1882708944998871484,Twitter for iPhone,,,https://ankahaber.net/haber/detay/istanbul_valiligi_tuzlada_servis_kazasinda_bir_kisi_oldu_biri_agir_14_kisi_yaralandi_216881,,,Afet,Afet,"{'Afet': np.float32(0.5898441), 'Sağlık': np.float32(0.34577674), 'Kültür & Sanat': np.float32(0.024234697), 'Spor': np.float32(0.009907483), 'Bilim': np.float32(0.0077841673), 'Teknoloji': np.float32(0.0059853885), 'Ekonomi': np.float32(0.004474106), 'Siyaset': np.float32(0.00405094), 'Eğitim': np.float32(0.0028534967), 'Gündem': np.float32(0.00262934), 'Savaş': np.float32(0.0024595722)}",Afet,0.5898441,Sağlık,0.34577674,Kültür & Sanat,0.024234697
89,24.01.2025,GT Medya,1882727221414002915,"Bolu Belediye Başkanı Özcan, Kartalkaya’da yaşanan yangın faciasına ilişkin oluşturulan bilirkişi heyetine dosyadan el çektirildiğini iddia etti.

🗣️Dün akşam itibarıyla beğenmedikleri ön inceleme raporunu tanzim ettikleri için yedi bilirkişiden talep alınarak dosyadan el çektirilmeleri sağlanmıştır.",6,0,564,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727221414002915,Twitter for iPhone,https://pbs.twimg.com/media/GiDKbRiXoAAAyx1.jpg,,,,,Afet,Afet,"{'Afet': np.float32(0.97805816), 'Gündem': np.float32(0.005142015), 'Teknoloji': np.float32(0.0033411263), 'Siyaset': np.float32(0.0027242105), 'Sağlık': np.float32(0.0019487697), 'Ekonomi': np.float32(0.0017469083), 'Kültür & Sanat': np.float32(0.001586981), 'Eğitim': np.float32(0.0015166051), 'Savaş': np.float32(0.0014089227), 'Bilim': np.float32(0.0012939974), 'Spor': np.float32(0.0012323693)}",Afet,0.97805816,Gündem,0.005142015,Teknoloji,0.0033411263
90,24.01.2025,GT Medya,1882727354809930179,🔗Kaynak: https://t.co/3J1SZKYj3X,1,0,266,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727354809930179,Twitter for iPhone,,,https://ankahaber.net/haber/detay/kartalkayadaki_otel_yangini_faciasi%E2%80%A6_tanju_ozcan_on_inceleme_raporunu_tanzim_eden_yedi_bilirkisi_dosyadan_el_cektirildi_216922,,,Afet,Afet,"{'Afet': np.float32(0.72894657), 'Sağlık': np.float32(0.23531176), 'Kültür & Sanat': np.float32(0.009242268), 'Spor': np.float32(0.0057083173), 'Bilim': np.float32(0.004242642), 'Teknoloji': np.float32(0.003769653), 'Ekonomi': np.float32(0.0031690833), 'Siyaset': np.float32(0.0027676001), 'Eğitim': np.float32(0.0024887922), 'Savaş': np.float32(0.002374309), 'Gündem': np.float32(0.001978958)}",Afet,0.72894657,Sağlık,0.23531176,Kültür & Sanat,0.009242268
193,24.01.2025,GT Medya,1882727586259955827,Gazeteci Deniz Arman 64 yaşında hayatını kaybetti. https://t.co/ji9zK26UT9,2,0,566,0,3618,0,https://twitter.com/gtmedyahaber/status/1882727586259955827,Twitter for iPhone,https://pbs.twimg.com/media/GiDKwr8XMAAviiM.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.9790294), 'Kültür & Sanat': np.float32(0.0051759514), 'Afet': np.float32(0.0037314168), 'Bilim': np.float32(0.0036789656), 'Spor': np.float32(0.0017877353), 'Ekonomi': np.float32(0.0017326374), 'Gündem': np.float32(0.0015829984), 'Savaş': np.float32(0.00103191), 'Teknoloji': np.float32(0.0008693968), 'Eğitim': np.float32(0.00084546156), 'Siyaset': np.float32(0.00053416163)}",Sağlık,0.9790294,Kültür & Sanat,0.0051759514,Afet,0.0037314168
88,24.01.2025,GT Medya,1882727694057840641,🔗Kaynak: https://t.co/ZZ8hwC3tJj,0,0,247,0,3617,0,https://twitter.com/gtmedyahaber/status/1882727694057840641,Twitter for iPhone,,,https://www.tgrthaber.com/gundem/deniz-arman-hayatini-kaybetti-2994871,,,Afet,Afet,"{'Afet': np.float32(0.74878615), 'Sağlık': np.float32(0.20593858), 'Kültür & Sanat': np.float32(0.014774335), 'Spor': np.float32(0.006473647), 'Bilim': np.float32(0.004969627), 'Teknoloji': np.float32(0.0042576627), 'Ekonomi': np.float32(0.0035258222), 'Siyaset': np.float32(0.0031508703), 'Savaş': np.float32(0.0030968967), 'Eğitim': np.float32(0.0027259074), 'Gündem': np.float32(0.002300556)}",Afet,0.74878615,Sağlık,0.20593858,Kültür & Sanat,0.014774335
191,24.01.2025,GT Medya,1882753378050306270,Menajer Ayşe Barım hakkında tekelleşme iddiasıyla yürütülen soruşturmada Dolunay Soysert ve Halit Ergenç ifadeye çağrıldı. https://t.co/jwPp4M2VEN,2,0,533,0,3618,0,https://twitter.com/gtmedyahaber/status/1882753378050306270,Twitter for iPhone,https://pbs.twimg.com/media/GiDiN8oXUAA_EHs.jpg,,,,,Spor,Spor,"{'Spor': np.float32(0.75933474), 'Kültür & Sanat': np.float32(0.06939061), 'Sağlık': np.float32(0.037964266), 'Siyaset': np.float32(0.030164452), 'Gündem': np.float32(0.029311432), 'Teknoloji': np.float32(0.021593805), 'Afet': np.float32(0.016844857), 'Bilim': np.float32(0.0141936615), 'Ekonomi': np.float32(0.008339243), 'Savaş': np.float32(0.0064833276), 'Eğitim': np.float32(0.0063794535)}",Spor,0.75933474,Kültür & Sanat,0.06939061,Sağlık,0.037964266
86,24.01.2025,GT Medya,1882753573567787457,🔗 Kaynak: https://t.co/crMGjRea71,0,0,297,0,3617,0,https://twitter.com/gtmedyahaber/status/1882753573567787457,Twitter for iPhone,,,https://www.birgun.net/haber/dolunay-soysert-ve-halit-ergenc-ifadeye-cagrildi-593588,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.7963068), 'Afet': np.float32(0.11277465), 'Gündem': np.float32(0.03337163), 'Kültür & Sanat': np.float32(0.020196687), 'Bilim': np.float32(0.012566181), 'Teknoloji': np.float32(0.0070594796), 'Spor': np.float32(0.004974528), 'Ekonomi': np.float32(0.0042686076), 'Eğitim': np.float32(0.0032938782), 'Siyaset': np.float32(0.003111395), 'Savaş': np.float32(0.0020760961)}",Sağlık,0.7963068,Afet,0.11277465,Gündem,0.03337163
189,24.01.2025,GT Medya,1882758655566860345,"Danıştay, Emniyet’in ses ve görüntü kaydı yasağına itirazını reddetti. 

📌Kararla, gazetecilerin toplumsal olaylarda görüntü almasının önündeki engel kaldırıldı. https://t.co/sqEPhW2XOJ",21,2,681,0,3618,0,https://twitter.com/gtmedyahaber/status/1882758655566860345,Twitter for iPhone,https://pbs.twimg.com/media/GiDnBFVWQAA_FPH.jpg,,,,,Siyaset,Siyaset,"{'Siyaset': np.float32(0.6378476), 'Gündem': np.float32(0.26935533), 'Teknoloji': np.float32(0.038571898), 'Spor': np.float32(0.010729745), 'Kültür & Sanat': np.float32(0.008125559), 'Bilim': np.float32(0.0078582205), 'Ekonomi': np.float32(0.0071927737), 'Savaş': np.float32(0.0068801236), 'Sağlık': np.float32(0.005469657), 'Afet': np.float32(0.004798934), 'Eğitim': np.float32(0.0031701399)}",Siyaset,0.6378476,Gündem,0.26935533,Teknoloji,0.038571898
84,24.01.2025,GT Medya,1882758728220577948,🔗 Kaynak: https://t.co/M25HuMyspA,0,0,270,0,3617,0,https://twitter.com/gtmedyahaber/status/1882758728220577948,Twitter for iPhone,,,https://www.birgun.net/haber/danistay-dan-emniyete-goruntu-ve-ses-kaydi-yasagi-reddi-593593,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.5452665), 'Afet': np.float32(0.27467963), 'Gündem': np.float32(0.05440365), 'Teknoloji': np.float32(0.03384175), 'Bilim': np.float32(0.033331305), 'Kültür & Sanat': np.float32(0.019895654), 'Ekonomi': np.float32(0.0110621415), 'Eğitim': np.float32(0.009575823), 'Spor': np.float32(0.008400402), 'Siyaset': np.float32(0.0075641554), 'Savaş': np.float32(0.0019789974)}",Sağlık,0.5452665,Afet,0.27467963,Gündem,0.05440365
187,24.01.2025,GT Medya,1882764823043428609,"Sosyal medya fenomeni Kerimcan Durmaz hakkında, yasa dışı bahisi teşvik ettiği gerekçesiyle yürütülen soruşturma tamamlandı. 

📌İstanbul Cumhuriyet Başsavcılığı Durmaz için 5 yıl 3 aya kadar hapis cezası talep etti. 

📌Durmaz, 7 Ocak’ta gözaltına alınmış ve bir gün sonra tutuklanmıştı.",3,1,2165,0,3618,0,https://twitter.com/gtmedyahaber/status/1882764823043428609,Twitter for iPhone,https://pbs.twimg.com/media/GiDsoGJXMAAoYos.jpg,,,,,Gündem,Gündem,"{'Gündem': np.float32(0.6457142), 'Teknoloji': np.float32(0.10365131), 'Siyaset': np.float32(0.07983354), 'Savaş': np.float32(0.07860451), 'Spor': np.float32(0.04283353), 'Bilim': np.float32(0.01104712), 'Eğitim': np.float32(0.010623207), 'Kültür & Sanat': np.float32(0.00983642), 'Sağlık': np.float32(0.009078213), 'Ekonomi': np.float32(0.0046303584), 'Afet': np.float32(0.0041475226)}",Gündem,0.6457142,Teknoloji,0.10365131,Siyaset,0.07983354
81,24.01.2025,GT Medya,1882764929385852980,🔗 Kaynak: https://t.co/scGp6uI0FY,1,0,426,0,3617,0,https://twitter.com/gtmedyahaber/status/1882764929385852980,Twitter for iPhone,,,https://www.cumhuriyet.com.tr/turkiye/son-dakika-kerimcan-durmaz-hakkindaki-sorusturma-tamamlandi-5-yil-3-2292508,,,Afet,Afet,"{'Afet': np.float32(0.5177759), 'Sağlık': np.float32(0.42176023), 'Kültür & Sanat': np.float32(0.014271236), 'Bilim': np.float32(0.010275346), 'Gündem': np.float32(0.009185406), 'Teknoloji': np.float32(0.008462808), 'Spor': np.float32(0.005767158), 'Ekonomi': np.float32(0.0042105317), 'Siyaset': np.float32(0.0035906455), 'Eğitim': np.float32(0.0030092476), 'Savaş': np.float32(0.0016914988)}",Afet,0.5177759,Sağlık,0.42176023,Kültür & Sanat,0.014271236
184,25.01.2025,GT Medya,1882776067514958165,"CHP Genel Başkanı Özgür Özel, Grand Kartal Otel’de 78 kişinin yaşamını yitirdiği yangınla ilgili bilirkişi ön raporunu kamuoyu ile paylaştı.

🗣️ Raporu hazırlayan 7 kişilik heyete ve kamu görevlilerine baskı yapıldığı, raporun teslim alınmadığı, hatta bilirkişi heyetine görevden el çektirileceği duyumlarını alıyorum. Başta ilgili 2 bakan olmak üzere iktidarı bu tarihi hata, vebal ve suç konusunda uyarıyorum.",5,1,466,0,3618,0,https://twitter.com/gtmedyahaber/status/1882776067514958165,Twitter for iPhone,https://pbs.twimg.com/media/GiD22rBXcAABdvm.jpg,,,,,Afet,Afet,"{'Afet': np.float32(0.62680984), 'Siyaset': np.float32(0.25213215), 'Gündem': np.float32(0.06647684), 'Savaş': np.float32(0.013656616), 'Teknoloji': np.float32(0.009950669), 'Ekonomi': np.float32(0.009225923), 'Eğitim': np.float32(0.006946564), 'Kültür & Sanat': np.float32(0.004254965), 'Spor': np.float32(0.004250747), 'Bilim': np.float32(0.0034694613), 'Sağlık': np.float32(0.0028261396)}",Afet,0.62680984,Siyaset,0.25213215,Gündem,0.06647684
182,25.01.2025,GT Medya,1882793837271400720,"Diyanet İşleri Başkanlığı, taşra teşkilatındaki açık pozisyonlar için 50 ilçe müftüsü ve 6 kadın il müftü yardımcısı alımı yapacak. 

📌Başvurular, 31 Ocak'a kadar DİBBYS sistemi üzerinden yapılabilecek. 

📌Yazılı ve sözlü sınavlar 22 Şubat'ta Ankara'da gerçekleştirilecek. https://t.co/OFp53a5AvG",2,0,352,0,3618,0,https://twitter.com/gtmedyahaber/status/1882793837271400720,Twitter for iPhone,https://pbs.twimg.com/media/GiEHA6IWIAEi9gV.jpg,,,,,Eğitim,Eğitim,"{'Eğitim': np.float32(0.43235362), 'Sağlık': np.float32(0.13428107), 'Gündem': np.float32(0.119498245), 'Teknoloji': np.float32(0.077551775), 'Bilim': np.float32(0.05118525), 'Spor': np.float32(0.048695453), 'Kültür & Sanat': np.float32(0.040480327), 'Savaş': np.float32(0.034414273), 'Afet': np.float32(0.0244659), 'Ekonomi': np.float32(0.020094927), 'Siyaset': np.float32(0.01697922)}",Eğitim,0.43235362,Sağlık,0.13428107,Gündem,0.119498245
77,25.01.2025,GT Medya,1882793937284542748,🔗 Kaynak: https://t.co/RR9HjWRbus,0,0,244,0,3617,0,https://twitter.com/gtmedyahaber/status/1882793937284542748,Twitter for iPhone,,,https://www.aa.com.tr/tr/gundem/diyanet-50-ilce-muftusu-ve-6-kadin-il-muftu-yardimcisi-alacak/3461281,,,Afet,Afet,"{'Afet': np.float32(0.7636205), 'Sağlık': np.float32(0.17134862), 'Kültür & Sanat': np.float32(0.014046016), 'Gündem': np.float32(0.01210498), 'Teknoloji': np.float32(0.010710609), 'Bilim': np.float32(0.008447306), 'Ekonomi': np.float32(0.004677974), 'Eğitim': np.float32(0.0044638244), 'Spor': np.float32(0.004344823), 'Siyaset': np.float32(0.00427977), 'Savaş': np.float32(0.0019556205)}",Afet,0.7636205,Sağlık,0.17134862,Kültür & Sanat,0.014046016
181,25.01.2025,GT Medya,1882794424545263643,"Cumhurbaşkanı Recep Tayyip Erdoğan, otobüsten oyuncak dağıttığı sırada, ""Evim yok"" diye seslenen bir vatandaş korumalar tarafından uzaklaştırıldı. https://t.co/7hkEXQ2qDD",5,0,1569,0,3618,0,https://twitter.com/gtmedyahaber/status/1882794424545263643,Twitter for iPhone,https://pbs.twimg.com/ext_tw_video_thumb/1882785305398243328/pu/img/zqzFY3oDx9uAJhOE.jpg,,,,,Sağlık,Sağlık,"{'Sağlık': np.float32(0.8174395), 'Gündem': np.float32(0.11708144), 'Afet': np.float32(0.01706151), 'Kültür & Sanat': np.float32(0.008520299), 'Teknoloji': np.float32(0.0077826153), 'Spor': np.float32(0.00761137), 'Bilim': np.float32(0.007534689), 'Eğitim': np.float32(0.0050440943), 'Siyaset': np.float32(0.004895279), 'Ekonomi': np.float32(0.0038054853), 'Savaş': np.float32(0.0032237223)}",Sağlık,0.8174395,Gündem,0.11708144,Afet,0.01706151
180,25.01.2025,GT Medya,1882799417260187933,"TARİHTE BUGÜN | 24 Ocak 2020 tarihinde 6.5 büyüklüğünde Elazığ Depremi meydana geldi.

📌Depremde Elazığ ve çevre illerde toplam 44 vatandaşımız hayatını kaybetti, 1607 vatandaşımız ise yaralandı.
 https://t.co/V0dBjYw5Jr",17,3,745,0,3618,0,https://twitter.com/gtmedyahaber/status/1882799417260187933,Twitter for iPhone,https://pbs.twimg.com/amplify_video_thumb/1882790504988860416/img/irBbdyu_8_ux5Td4.jpg,,,,,Afet,Afet,"{'Afet': np.float32(0.99097955), 'Sağlık': np.float32(0.0023418406), 'Kültür & Sanat': np.float32(0.0010100888), 'Eğitim': np.float32(0.0008728099), 'Teknoloji': np.float32(0.0008463918), 'Gündem': np.float32(0.0008316842), 'Ekonomi': np.float32(0.0007748993), 'Bilim': np.float32(0.0006637509), 'Savaş': np.float32(0.00064439967), 'Spor': np.float32(0.0006214199), 'Siyaset': np.float32(0.00041321243)}",Afet,0.99097955,Sağlık,0.0023418406,Kültür & Sanat,0.0010100888
107,25.01.2025,GT Medya,1882803546590175494,"24.01.2022

TARİHTE BUGÜN | Türk sinemasının efsanevi oyuncularından Fatma Girik, İstanbul'da 79 yaşında hayata veda etti.

📌 Fatma Girik, sadece güçlü oyunculuğuyla değil, cesareti, duruşu ve halkın sesi olma çabasıyla da Türk halkının kalbinde taht kurdu. https://t.co/4LCgYFrTfp",2,0,290,0,3616,0,https://twitter.com/gtmedyahaber/status/1882803546590175494,Twitter for iPhone,https://pbs.twimg.com/media/GiEP2HjXwAA7fZW.jpg,,,,,Kültür & Sanat,Kültür & Sanat,"{'Kültür & Sanat': np.float32(0.53680074), 'Spor': np.float32(0.35501727), 'Sağlık': np.float32(0.040889278), 'Bilim': np.float32(0.023169488), 'Teknoloji': np.float32(0.013188548), 'Eğitim': np.float32(0.0066039106), 'Ekonomi': np.float32(0.0059914524), 'Gündem': np.float32(0.0057834326), 'Savaş': np.float32(0.0051657697), 'Afet': np.float32(0.004053496), 'Siyaset': np.float32(0.0033365379)}",Kültür & Sanat,0.53680074,Spor,0.35501727,Sağlık,0.040889278
178,25.01.2025,GT Medya,1882804620332003506,"24.01.2001

TARİHTE BUGÜN | Diyarbakır Emniyet Müdürü Ali Gaffar Okkan, hain bir pusu sonucu 5 korumasıyla birlikte şehit edildi. https://t.co/t8nTHpShfV",25,2,1310,0,3618,0,https://twitter.com/gtmedyahaber/status/1882804620332003506,Twitter for iPhone,https://pbs.twimg.com/media/GiEQ0nRXwAA_1GR.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.9624238), 'Gündem': np.float32(0.010361492), 'Sağlık': np.float32(0.008159701), 'Spor': np.float32(0.004165652), 'Eğitim': np.float32(0.0038237507), 'Teknoloji': np.float32(0.0029334873), 'Afet': np.float32(0.0029167596), 'Ekonomi': np.float32(0.0018739159), 'Siyaset': np.float32(0.0011672184), 'Kültür & Sanat': np.float32(0.0011518203), 'Bilim': np.float32(0.0010223958)}",Savaş,0.9624238,Gündem,0.010361492,Sağlık,0.008159701
176,25.01.2025,GT Medya,1882806019602223382,"Furkan Eğitim ve Hizmet Vakfı eski yöneticisi Alparslan Kuytul, Ankara'da gözaltına alındı. 

📌Kuytul'un ardından vakıf üyeleri Ulus Meydanı'nda protesto düzenledi, polis müdahalesiyle 34 kişi gözaltına alındı. https://t.co/taobGPMQDu",5,1,636,0,3618,0,https://twitter.com/gtmedyahaber/status/1882806019602223382,Twitter for iPhone,https://pbs.twimg.com/media/GiESGExXQAAzUqe.jpg,,,,,Savaş,Savaş,"{'Savaş': np.float32(0.645941), 'Gündem': np.float32(0.19653064), 'Sağlık': np.float32(0.060028568), 'Afet': np.float32(0.02566), 'Eğitim': np.float32(0.018344691), 'Siyaset': np.float32(0.017181689), 'Teknoloji': np.float32(0.013649887), 'Spor': np.float32(0.009528866), 'Kültür & Sanat': np.float32(0.005919277), 'Ekonomi': np.float32(0.003920796), 'Bilim': np.float32(0.0032945487)}",Savaş,0.645941,Gündem,0.19653064,Sağlık,0.060028568
